"","Length","gencodeID","ensemblID","gene_type","Symbol","EntrezID","Class","meanExprs","NumTx","gencodeTx","passExprsCut","logFC","AveExpr","t","P.Value","adj.P.Val","B","region","type"
"ENSG00000162367.11",5700,"ENSG00000162367.11","ENSG00000162367","protein_coding","TAL1",6886,"InGen",0.847632688658306,6,"c(""ENST00000371884.6""; ""ENST00000294339.3""; ""ENST00000459729.1""; ""ENST00000464796.5""; ""ENST00000481091.1""; ""ENST00000465912.1"")",TRUE,-0.258517371758783,2.12990401748458,-3.98440340817113,8.20651989224967e-05,0.0220994583606673,1.30304948671801,"DLPFC","gene"
"ENSG00000162374.16",6963,"ENSG00000162374.16","ENSG00000162374","protein_coding","ELAVL4",1996,"InGen",13.9872024171799,11,"c(""ENST00000448907.6""; ""ENST00000371827.5""; ""ENST00000463650.1""; ""ENST00000357083.8""; ""ENST00000371824.5""; ""ENST00000371823.8""; ""ENST00000371821.5""; ""ENST00000371819.1""; ""ENST00000494555.1""; ""ENST00000492299.1""; ""ENST00000474675.1"")",TRUE,-0.0576653503133499,7.04657161858042,-3.11860566110376,0.00196510801376993,0.0897108199175118,-2.1339715195891,"DLPFC","gene"
"ENSG00000154222.14",7495,"ENSG00000154222.14","ENSG00000154222","protein_coding","CC2D1B",200014,"InGen",2.56815601861198,11,"c(""ENST00000470844.5""; ""ENST00000371586.6""; ""ENST00000491136.6""; ""ENST00000284376.7""; ""ENST00000438021.5""; ""ENST00000460261.5""; ""ENST00000450942.2""; ""ENST00000460370.1""; ""ENST00000492426.1""; ""ENST00000485966.1""; ""ENST00000494789.1"")",TRUE,-0.0725584349910841,4.41592350150106,-3.49426041354385,0.000535318632290797,0.0510707264655741,-0.664791309965888,"DLPFC","gene"
"ENSG00000187889.12",4633,"ENSG00000187889.12","ENSG00000187889","protein_coding","C1orf168",199920,"InGen",0.701220611532638,5,"c(""ENST00000343433.6""; ""ENST00000493000.5""; ""ENST00000497991.1""; ""ENST00000484327.1""; ""ENST00000371240.3"")",TRUE,0.181205110848588,0.214794497115329,3.15341557350584,0.00175081235058017,0.0849626497372092,-1.33440162653172,"DLPFC","gene"
"ENSG00000173406.15",7548,"ENSG00000173406.15","ENSG00000173406","protein_coding","DAB1",1600,"InGen",4.86674725481416,11,"c(""ENST00000371236.6""; ""ENST00000414851.6""; ""ENST00000485760.5""; ""ENST00000420954.6""; ""ENST00000371231.5""; ""ENST00000371232.8""; ""ENST00000332102.10""; ""ENST00000371230.1""; ""ENST00000489267.1""; ""ENST00000473821.1""; ""ENST00000477280.1"")",TRUE,0.0914664908963313,4.4805037138983,4.11723747469829,4.76988838303737e-05,0.019276604658793,1.56055638314004,"DLPFC","gene"
"ENSG00000172456.17",12174,"ENSG00000172456.17","ENSG00000172456","protein_coding","FGGY",55277,"InGen",1.11887500464214,25,"c(""ENST00000582567.1""; ""ENST00000413489.5""; ""ENST00000634606.1""; ""ENST00000474476.5""; ""ENST00000462744.5""; ""ENST00000371218.8""; ""ENST00000495718.5""; ""ENST00000583635.1""; ""ENST00000303721.11""; ""ENST00000430447.5""; ""ENST00000634364.1""; ""ENST00000635297.1""; ""ENST00000634399.1""; ""ENST00000635156.1""; ""ENST00000424725.2""; ""ENST00000371212.5""; ""ENST00000475949.5""; ""ENST00000485720.1""; ""ENST00000371210.1""; ""ENST00000493891.5""; ""ENST00000466791.5""; ""ENST00000476939.5""; ""ENST00000472783.5""; ""ENST00000471169.5""; 
""ENST00000480847.1"")",TRUE,0.0914227635662701,4.08141975689087,3.75065666741506,0.000205795247614461,0.0342788138121061,0.257842084904691,"DLPFC","gene"
"ENSG00000132854.18",5980,"ENSG00000132854.18","ENSG00000132854","protein_coding","KANK4",163782,"InGen",0.368073093895255,4,"c(""ENST00000317477.8""; ""ENST00000371153.8""; ""ENST00000371150.5""; ""ENST00000354381.3"")",TRUE,-0.260248830193744,1.05686855224245,-4.02994403136608,6.82464369365847e-05,0.0220994583606673,1.44490031691309,"DLPFC","gene"
"ENSG00000172380.5",4724,"ENSG00000172380.5","ENSG00000172380","protein_coding","GNG12",55970,"InGen",5.58588441404781,2,"c(""ENST00000370982.3""; ""ENST00000494936.1"")",TRUE,0.0726767829561209,4.63975404871105,3.10830220750336,0.00203302863297191,0.0899331064690596,-1.92151956120596,"DLPFC","gene"
"ENSG00000184005.10",7237,"ENSG00000184005.10","ENSG00000184005","protein_coding","ST6GALNAC3",256435,"InGen",2.45427710334795,3,"c(""ENST00000328299.3""; ""ENST00000621530.1""; ""ENST00000464140.1"")",TRUE,-0.0848929474745089,4.06398045992037,-3.29271747765848,0.0010916472552963,0.0701707606243417,-1.26410301718825,"DLPFC","gene"
"ENSG00000171492.14",4852,"ENSG00000171492.14","ENSG00000171492","protein_coding","LRRC8D",55144,"InGen",8.67481424325294,7,"c(""ENST00000525774.5""; ""ENST00000337338.9""; ""ENST00000394593.7""; ""ENST00000532201.5""; ""ENST00000414841.1""; ""ENST00000527156.1""; ""ENST00000441269.2"")",TRUE,-0.0708582316597129,5.52385598763546,-3.77297331042334,0.000188871868698444,0.0328675369371242,0.160404490360921,"DLPFC","gene"
"ENSG00000273487.1",1293,"ENSG00000273487.1","ENSG00000273487","lincRNA","",NA,"InGen",2.88606472306902,1,"ENST00000609675.1",TRUE,-0.118436160617041,2.43677118348128,-3.15228939423111,0.00175739335404795,0.0851144616188408,-1.44742097768534,"DLPFC","gene"
"ENSG00000122477.12",1991,"ENSG00000122477.12","ENSG00000122477","protein_coding","LRRC39",127495,"InGen",2.52583570821722,4,"c(""ENST00000342895.7""; ""ENST00000620882.4""; ""ENST00000370137.5""; ""ENST00000370138.1"")",TRUE,0.0718863505024724,2.87541208350356,3.17753122460478,0.00161523637696601,0.0822744787305893,-1.4338458292973,"DLPFC","gene"
"ENSG00000177301.13",12344,"ENSG00000177301.13","ENSG00000177301","protein_coding","KCNA2",3737,"InGen",22.1524554609696,5,"c(""ENST00000633222.1""; ""ENST00000369770.7""; ""ENST00000485317.5""; ""ENST00000316361.8""; ""ENST00000525120.1"")",TRUE,-0.0668571237708331,8.73689655874421,-3.71957549558635,0.000231760248853717,0.0354866686629928,-0.276628389260862,"DLPFC","gene"
"ENSG00000155366.16",4028,"ENSG00000155366.16","ENSG00000155366","protein_coding","RHOC",389,"InGen",2.81169383530952,19,"c(""ENST00000339083.11""; ""ENST00000369633.6""; ""ENST00000369642.7""; ""ENST00000285735.6""; ""ENST00000468093.5""; ""ENST00000369638.6""; ""ENST00000369637.5""; ""ENST00000369636.6""; ""ENST00000473074.1""; ""ENST00000484280.6""; ""ENST00000369632.6""; ""ENST00000425265.6""; ""ENST00000534717.5""; ""ENST00000436685.6""; ""ENST00000528831.5""; ""ENST00000484054.3""; ""ENST00000414971.1""; ""ENST00000478447.1""; ""ENST00000527563.1"")",TRUE,0.0862131231827275,3.56349209872346,3.63543970359897,0.000318395807810843,0.0401169204992248,-0.0719547027950149,"DLPFC","gene"
"ENSG00000155761.13",9552,"ENSG00000155761.13","ENSG00000155761","protein_coding","SPAG17",200162,"InGen",0.745082921532936,13,"c(""ENST00000466857.5""; ""ENST00000478697.5""; ""ENST00000336338.9""; ""ENST00000469128.1""; ""ENST00000437255.1""; ""ENST00000492438.5""; ""ENST00000483383.1""; ""ENST00000470550.1""; ""ENST00000486589.1""; ""ENST00000477444.1""; ""ENST00000473472.1""; ""ENST00000463628.1""; ""ENST00000465053.1"")",TRUE,0.241744266401917,-0.565896044045409,3.57620807855192,0.00039675533173032,0.0440577136838552,-0.240431636570602,"DLPFC","gene"
"ENSG00000275131.2",9026,"ENSG00000275131.2","ENSG00000275131","transcribed_unprocessed_pseudogene","",NA,"InGen",8.64553830297033,2,"c(""ENST00000612480.2""; ""ENST00000637601.1"")",TRUE,0.0822939218594591,6.43989900547861,3.99433921211879,7.88408372113079e-05,0.0220994583606673,0.888014379184228,"DLPFC","gene"
"ENSG00000226067.6",2075,"ENSG00000226067.6","ENSG00000226067","lincRNA","LINC00623",NA,"InGen",1.27573956368725,5,"c(""ENST00000621058.4""; ""ENST00000615424.4""; ""ENST00000614062.1""; ""ENST00000617702.1""; ""ENST00000613486.1"")",TRUE,0.153593679558657,1.84952937602391,3.91731033425433,0.000107344528126811,0.0263344090693056,1.06954050412634,"DLPFC","gene"
"ENSG00000171943.11",7311,"ENSG00000171943.11","ENSG00000171943","protein_coding","SRGAP2C",653464,"InGen",3.32522685046038,5,"c(""ENST00000367123.7""; ""ENST00000617209.1""; ""ENST00000412759.2""; ""ENST00000613462.1""; ""ENST00000304465.7"")",TRUE,-0.0685488839127105,4.70598462088573,-3.25051051947229,0.00126182442947625,0.0750253925503764,-1.49168887085063,"DLPFC","gene"
"ENSG00000231752.5",4333,"ENSG00000231752.5","ENSG00000231752","transcribed_unprocessed_pseudogene","EMBP1",647121,"InGen",0.534872869907565,3,"c(""ENST00000622787.4""; ""ENST00000618253.1""; ""ENST00000458200.2"")",TRUE,-0.108723512161556,1.4438189185834,-3.6444837223876,0.00030779710800266,0.0401169204992248,0.149106000716221,"DLPFC","gene"
"ENSG00000178104.19",27623,"ENSG00000178104.19","ENSG00000178104","protein_coding","PDE4DIP",9659,"InGen",9.70506424514745,50,"c(""ENST00000530472.5""; ""ENST00000524974.5""; ""ENST00000620605.4""; ""ENST00000585156.5""; ""ENST00000618462.4""; ""ENST00000617031.4""; ""ENST00000617527.4""; ""ENST00000617248.4""; ""ENST00000610852.1""; ""ENST00000533259.1""; ""ENST00000619981.4""; ""ENST00000618504.4""; ""ENST00000617454.4""; ""ENST00000616206.4""; ""ENST00000613995.4""; ""ENST00000621371.4""; ""ENST00000464103.5""; ""ENST00000534536.5""; ""ENST00000528129.5""; ""ENST00000369356.8""; ""ENST00000526445.1""; ""ENST00000533845.1""; ""ENST00000369354.7""; ""ENST00000369347.8""; 
""ENST00000369349.7""; ""ENST00000369351.7""; ""ENST00000612094.1""; ""ENST00000477941.2""; ""ENST00000479408.6""; ""ENST00000313431.13""; ""ENST00000529945.2""; ""ENST00000496263.6""; ""ENST00000467859.3""; ""ENST00000530062.5""; ""ENST00000491426.3""; ""ENST00000479369.6""; ""ENST00000526664.5""; ""ENST00000481227.6""; ""ENST00000530130.2""; ""ENST00000494734.1""; ""ENST00000527901.1""; ""ENST00000534466.1""; ""ENST00000534367.1""; ""ENST00000533768.5""; ""ENST00000525630.5""; ""ENST00000464924.1""; ""ENST00000460027.1""; ""ENST00000526182.1""; 
""ENST00000469668.2""; ""ENST00000528060.1"")",TRUE,0.0486056281601986,8.33768117715912,3.28098761742322,0.00113666780212304,0.0713191531800228,-1.72809543737701,"DLPFC","gene"
"ENSG00000163131.10",4228,"ENSG00000163131.10","ENSG00000163131","protein_coding","CTSS",1520,"InGen",2.11838656502651,6,"c(""ENST00000368985.7""; ""ENST00000472977.6""; ""ENST00000607427.1""; ""ENST00000448301.6""; ""ENST00000483930.1""; ""ENST00000480760.1"")",TRUE,-0.16085040634552,3.11452639718821,-3.17880542053322,0.00160835025131572,0.0822594406544299,-1.46331421323698,"DLPFC","gene"
"ENSG00000213190.3",4075,"ENSG00000213190.3","ENSG00000213190","protein_coding","MLLT11",10962,"InGen",35.0560858698343,1,"ENST00000368921.4",TRUE,-0.0424201954414846,7.32614955969518,-3.05756523084132,0.0024001476659783,0.0971989997030422,-2.33591008588074,"DLPFC","gene"
"ENSG00000143390.17",4586,"ENSG00000143390.17","ENSG00000143390","protein_coding","RFX5",5993,"InGen",5.79179134970905,21,"c(""ENST00000290524.8""; ""ENST00000368870.6""; ""ENST00000436637.5""; ""ENST00000452671.6""; ""ENST00000392746.7""; ""ENST00000475144.1""; ""ENST00000422595.5""; ""ENST00000450506.5""; ""ENST00000458484.5""; ""ENST00000469513.5""; ""ENST00000421986.5""; ""ENST00000430227.5""; ""ENST00000435314.5""; ""ENST00000478564.5""; ""ENST00000412774.5""; ""ENST00000437327.5""; ""ENST00000436271.5""; ""ENST00000494217.5""; ""ENST00000479681.5""; ""ENST00000444392.5""; ""ENST00000452456.1"")",TRUE,-0.0401934998380008,5.07634791058483,-3.23100494844469,0.001348507333879,0.0771308649530977,-1.6009085348164,"DLPFC","gene"
"ENSG00000176444.18",3670,"ENSG00000176444.18","ENSG00000176444","protein_coding","CLK2",1196,"InGen",4.87819013807643,7,"c(""ENST00000361168.9""; ""ENST00000368361.8""; ""ENST00000476983.5""; ""ENST00000355560.4""; ""ENST00000497188.1""; ""ENST00000471047.1""; ""ENST00000484699.1"")",TRUE,-0.0405050036081635,4.35119306888462,-3.04945008603546,0.0024642268552277,0.0980486278234294,-2.04701739772035,"DLPFC","gene"
"ENSG00000143222.11",2274,"ENSG00000143222.11","ENSG00000143222","protein_coding","UFC1",51506,"InGen",14.9760055597873,6,"c(""ENST00000467540.5""; ""ENST00000368003.5""; ""ENST00000483191.5""; ""ENST00000482672.1""; ""ENST00000473766.5""; ""ENST00000463735.1"")",TRUE,-0.0321120109608665,5.31028274372538,-3.07084369050911,0.00229859312461718,0.0958797253943533,-2.11601600329475,"DLPFC","gene"
"ENSG00000117152.13",4836,"ENSG00000117152.13","ENSG00000117152","protein_coding","RGS4",5999,"InGen",74.3817084437661,10,"c(""ENST00000421743.6""; ""ENST00000527393.5""; ""ENST00000367909.10""; ""ENST00000531057.5""; ""ENST00000527809.5""; ""ENST00000367908.8""; ""ENST00000491263.1""; ""ENST00000533019.1""; ""ENST00000367906.7""; ""ENST00000528938.1"")",TRUE,-0.0791318131544254,9.27566627626362,-3.27024234964054,0.0011794160995984,0.0723257852917905,-1.81987603392476,"DLPFC","gene"
"ENSG00000143153.12",2962,"ENSG00000143153.12","ENSG00000143153","protein_coding","ATP1B1",481,"InGen",208.671764040796,3,"c(""ENST00000367816.5""; ""ENST00000367815.8""; ""ENST00000494797.1"")",TRUE,-0.0639530291986463,9.5742586791966,-3.99961681749632,7.71774314518991e-05,0.0220994583606673,0.705267425432629,"DLPFC","gene"
"ENSG00000223525.1",737,"ENSG00000223525.1","ENSG00000223525","sense_intronic","RABGAP1L-IT1",NA,"InGen",1.80583177770537,1,"ENST00000414890.1",TRUE,-0.12059360045802,0.616838342723613,-3.30222358182459,0.0010563827029963,0.0690767808866441,-0.907885861838325,"DLPFC","gene"
"ENSG00000252977.1",79,"ENSG00000252977.1","ENSG00000252977","rRNA","RNA5SP70",NA,"InGen",0.85912781686534,1,"ENST00000517168.1",TRUE,0.41276096242037,-3.7809114406933,3.49619354170723,0.00053158395541229,0.0510707264655741,-1.64281707058451,"DLPFC","gene"
"ENSG00000116679.15",7929,"ENSG00000116679.15","ENSG00000116679","protein_coding","IVNS1ABP",10625,"InGen",11.7467189986748,9,"c(""ENST00000480769.5""; ""ENST00000367498.7""; ""ENST00000459929.5""; ""ENST00000475046.5""; ""ENST00000494880.5""; ""ENST00000468217.1""; ""ENST00000491112.1""; ""ENST00000422754.1""; ""ENST00000367497.1"")",TRUE,-0.0705001339401379,6.51888049100597,-3.86006016057747,0.000134589430936964,0.0286025745815348,0.386350844788352,"DLPFC","gene"
"ENSG00000090104.11",4117,"ENSG00000090104.11","ENSG00000090104","protein_coding","RGS1",5996,"InGen",3.34644789754052,6,"c(""ENST00000367459.7""; ""ENST00000474373.1""; ""ENST00000462589.1""; ""ENST00000583155.1""; ""ENST00000469578.2""; ""ENST00000498352.1"")",TRUE,-0.600299791854479,2.16391030414305,-3.37346109949951,0.00082393335848747,0.0608963853477369,-0.769497235149036,"DLPFC","gene"
"ENSG00000081237.18",8371,"ENSG00000081237.18","ENSG00000081237","protein_coding","PTPRC",5788,"InGen",1.75090858637622,14,"c(""ENST00000367379.5""; ""ENST00000530727.5""; ""ENST00000442510.6""; ""ENST00000462363.6""; ""ENST00000367367.8""; ""ENST00000348564.10""; ""ENST00000367364.5""; ""ENST00000413409.6""; ""ENST00000529828.5""; ""ENST00000418674.1""; ""ENST00000391970.3""; ""ENST00000427110.6""; ""ENST00000484135.1""; ""ENST00000491302.1"")",TRUE,-0.213803135886908,3.50057367084792,-3.14168986709177,0.00182046193285789,0.0864846568800772,-1.63426697220061,"DLPFC","gene"
"ENSG00000229989.3",3250,"ENSG00000229989.3","ENSG00000229989","lincRNA","MIR181A1HG",NA,"InGen",4.25910850786569,3,"c(""ENST00000412162.1""; ""ENST00000432296.1""; ""ENST00000436880.2"")",TRUE,-0.110978835605779,3.70741950495059,-3.18902864279994,0.00155407540551059,0.0813680046283869,-1.52588499785182,"DLPFC","gene"
"ENSG00000134375.10",3513,"ENSG00000134375.10","ENSG00000134375","protein_coding","TIMM17A",10440,"InGen",11.4693185692317,4,"c(""ENST00000367287.4""; ""ENST00000478378.5""; ""ENST00000484647.1""; ""ENST00000482943.1"")",TRUE,-0.0335709380866135,5.66882443108728,-3.18079341714761,0.00159766071644527,0.0822127704923857,-1.82023115760854,"DLPFC","gene"
"ENSG00000143858.11",7774,"ENSG00000143858.11","ENSG00000143858","protein_coding","SYT2",127833,"InGen",2.615046653084,2,"c(""ENST00000367267.5""; ""ENST00000367268.4"")",TRUE,-0.229421657357231,5.11069208495354,-3.53111485063411,0.000468177806812011,0.0482675191993462,-0.628522964521374,"DLPFC","gene"
"ENSG00000117139.16",12092,"ENSG00000117139.16","ENSG00000117139","protein_coding","KDM5B",10765,"InGen",6.79832053940363,10,"c(""ENST00000367265.7""; ""ENST00000367264.6""; ""ENST00000472822.5""; ""ENST00000491153.1""; ""ENST00000235790.8""; ""ENST00000498276.1""; ""ENST00000456180.1""; ""ENST00000602511.1""; ""ENST00000470573.5""; ""ENST00000467487.3"")",TRUE,0.0328398710214717,6.36475833575251,3.15543193451781,0.00173908624301629,0.0847227813397873,-1.97148504859005,"DLPFC","gene"
"ENSG00000183155.4",2430,"ENSG00000183155.4","ENSG00000183155","protein_coding","RABIF",5877,"InGen",4.71604381440611,1,"ENST00000367262.3",TRUE,-0.0575810594856748,3.95130474514156,-3.46632576014617,0.000592101578267473,0.052532064737563,-0.687447334048034,"DLPFC","gene"
